Country,Song,Artist,F/SF,Year,Points,R/O,Place,Contest_Location,Jury_1.0,Jury_2.0,Jury_3.0,Jury_4.0,Jury_5.0,Jury_6.0,Jury_7.0,Jury_8.0,Jury_10.0,Jury_12.0
Poland,My Słowianie - We Are Slavic,Donatan & Cleo,Final,2014,62.0,9,14,Copenhagen ,Armenia,Spain,Finland,Sweden,Ukraine,Denmark,Norway,Germany,Switzerland,Netherlands
Romania,Miracle,Paula Seling & OVI,Final,2014,72.0,6,12,Copenhagen ,Norway,Germany,Netherlands,Denmark,Spain,Switzerland,Armenia,Austria,Hungary,Sweden
Russia,Shine,Tolmachevy Sisters,Final,2014,89.0,15,7,Copenhagen ,Iceland,Sweden,Netherlands,Greece,Austria,Hungary,Ukraine,Armenia,Azerbaijan,Belarus
San Marino,Maybe (Forse),Valentina Monetta,Final,2014,14.0,25,24,Copenhagen ,Denmark,Netherlands,Finland,Malta,United Kingdom,Armenia,Hungary,Iceland,Sweden,Azerbaijan
Slovenia,Round and Round,Tinkara Kovač,Final,2014,9.0,17,25,Copenhagen ,Poland,Germany,Switzerland,Spain,Norway,Denmark,Montenegro,Sweden,Netherlands,Austria
Spain,Dancing in the rain,Ruth Lorenzo,Final,2014,74.0,19,10,Copenhagen ,Iceland,Hungary,Denmark,Armenia,United Kingdom,Ukraine,Netherlands,Romania,Sweden,Austria
Sweden,Undo,Sanna Nielsen,Final,2014,218.0,13,3,Copenhagen ,France,Poland,Norway,Iceland,Armenia,Finland,Hungary,Denmark,Netherlands,Austria
Switzerland,Hunter Of Stars,Sebalter,Final,2014,64.0,20,13,Copenhagen ,Hungary,Italy,Denmark,Finland,Norway,Sweden,Germany,Spain,Netherlands,Austria
Ukraine,Tick - Tock,Mariya Yaremchuk,Final,2014,113.0,1,6,Copenhagen ,Azerbaijan,Spain,Hungary,Russia,Germany,Belarus,Poland,Austria,Armenia,Sweden
United Kingdom,Children of the Universe,Molly,Final,2014,40.0,26,17,Copenhagen ,Switzerland,Greece,Denmark,Iceland,Spain,Finland,Sweden,Netherlands,Malta,Austria
Albania,I'm Alive,Elhaida Dani,Final,2015,34.0,26,17,Vienna ,Belgium,Serbia,Australia,Estonia,Israel,Montenegro,Sweden,Russia,Greece,Italy
Armenia,Face The Shadow,Genealogy,Final,2015,34.0,6,16,Vienna ,Australia,Latvia,France,Belgium,Greece,Italy,Sweden,Montenegro,Georgia,Russia
Australia,Tonight Again,Guy Sebastian,Final,2015,196.0,12,5,Vienna ,Georgia,Israel,Estonia,Norway,Serbia,Belgium,Latvia,Italy,Russia,Sweden
Austria,I Am Yours,The Makemakes,Final,2015,0.0,14,26,Vienna ,Latvia,Israel,Serbia,Norway,Belgium,Estonia,Sweden,Russia,Italy,Australia
Azerbaijan,Hour Of The Wolf,Elnur Hüseynov,Final,2015,49.0,24,12,Vienna ,Spain,Montenegro,Slovenia,Estonia,Latvia,Sweden,Israel,Italy,Georgia,Russia
Belgium,Rhythm Inside,Loïc Nottet,Final,2015,217.0,13,4,Vienna ,Georgia,Estonia,Armenia,Australia,Romania,Albania,Latvia,Italy,Russia,Sweden
Cyprus,One Thing I Should Have Done,John Karayiannis,Final,2015,11.0,11,22,Vienna ,Romania,Estonia,Latvia,Australia,Russia,Israel,Belgium,Greece,Sweden,Italy
Estonia,Goodbye to Yesterday,Elina Born & Stig Rästa,Final,2015,106.0,4,7,Vienna ,Georgia,Lithuania,Italy,Norway,Australia,Latvia,Belgium,Hungary,Sweden,Russia
France,N’oubliez pas,Lisa Angell,Final,2015,4.0,2,25,Vienna ,Hungary,Australia,Armenia,Poland,Spain,Italy,Latvia,Sweden,Russia,Belgium
Georgia,Warrior,Nina Sublatti,Final,2015,51.0,23,11,Vienna ,Israel,Estonia,Lithuania,Latvia,Russia,Belgium,Sweden,Italy,Azerbaijan,Armenia
Germany,Black Smoke,Ann Sophie,Final,2015,0.0,17,27,Vienna ,Hungary,Estonia,Italy,Norway,Israel,Latvia,Australia,Belgium,Sweden,Russia
Greece,One Last Breath,Maria Elena Kyriakou,Final,2015,23.0,15,19,Vienna ,Armenia,Georgia,Latvia,Sweden,Australia,Albania,Belgium,Russia,Cyprus,Italy
Hungary,Wars For Nothing,Boggie,Final,2015,19.0,22,20,Vienna ,Romania,Italy,Georgia,Norway,Latvia,Russia,Estonia,Australia,Sweden,Belgium
Israel,Golden Boy,Nadav Guedj,Final,2015,97.0,3,9,Vienna ,Spain,Serbia,Estonia,Belgium,Romania,Slovenia,Australia,Russia,Sweden,Italy
Italy,Grande Amore,Il Volo,Final,2015,292.0,27,3,Vienna ,Poland,Estonia,Serbia,Latvia,Norway,Australia,Belgium,Israel,Russia,Sweden
Latvia,Love Injected,Aminata Savadogo,Final,2015,186.0,19,6,Vienna ,Israel,Norway,Slovenia,Belgium,Australia,Estonia,Lithuania,Italy,Russia,Sweden
Lithuania,This Time,Monika & Vaidas,Final,2015,30.0,7,18,Vienna ,Italy,Azerbaijan,Australia,Slovenia,Norway,Georgia,Belgium,Estonia,Sweden,Latvia
Montenegro,Adio,Knez,Final,2015,44.0,16,13,Vienna ,Estonia,Spain,Israel,Slovenia,Sweden,Italy,Russia,Azerbaijan,Albania,Serbia
Norway,A Monster Like Me,Mørland & Debrah Scarlett,Final,2015,102.0,9,8,Vienna ,Slovenia,Russia,Estonia,Israel,Italy,Lithuania,Belgium,Latvia,Australia,Sweden
Poland,In The Name Of Love,Monika Kuszyńska,Final,2015,10.0,18,23,Vienna ,Slovenia,Estonia,Norway,Israel,Belgium,Russia,Italy,Australia,Latvia,Sweden
Romania,De La Capăt / All Over Again,Voltaj,Final,2015,35.0,20,15,Vienna ,Israel,Australia,Azerbaijan,Hungary,Latvia,Norway,Belgium,Sweden,Russia,Italy
Russia,A Million Voices,Polina Gagarina,Final,2015,303.0,25,2,Vienna ,Spain,Latvia,Azerbaijan,Australia,Georgia,Armenia,Estonia,Sweden,Belgium,Italy
Serbia,Beauty Never Lies,Bojana Stamenov,Final,2015,53.0,8,10,Vienna ,Latvia,Estonia,Australia,Belgium,Slovenia,Israel,Italy,Sweden,Russia,Montenegro
Slovenia,Here for You,Maraaya,Final,2015,39.0,1,14,Vienna ,Cyprus,Australia,Belgium,Norway,Russia,Serbia,Latvia,Italy,Montenegro,Sweden
Spain,Amanecer,Edurne,Final,2015,15.0,21,21,Vienna ,Israel,Norway,Estonia,Latvia,Romania,Belgium,Australia,Sweden,Russia,Italy
Sweden,Heroes,Måns Zelmerlöw,Final,2015,365.0,10,1,Vienna ,Slovenia,Montenegro,Estonia,Israel,Latvia,Russia,Norway,Italy,Belgium,Australia
United Kingdom,Still in Love with You,Electro Velvet,Final,2015,5.0,5,24,Vienna ,Serbia,Poland,Belgium,Lithuania,Israel,Russia,Latvia,Italy,Australia,Sweden
Armenia,LoveWave,Iveta Mukuchyan,Final,2016,249.0,26,7,Stockholm ,Czech Republic,Russia,Spain,Belgium,Australia,Cyprus,Bulgaria,Malta,Georgia,France
Australia,Sound of Silence,Dami Im,Final,2016,511.0,13,2,Stockholm ,Croatia,Ukraine,Netherlands,United Kingdom,Spain,France,Lithuania,Bulgaria,Israel,Belgium
Austria,Loin d'ici,Zoë,Final,2016,151.0,24,13,Stockholm ,Lithuania,Armenia,Russia,Czech Republic,Belgium,Croatia,France,Sweden,Malta,Australia
Azerbaijan,Miracle,Samra,Final,2016,117.0,4,17,Stockholm ,Spain,Poland,Israel,Hungary,Lithuania,Malta,Australia,Bulgaria,Ukraine,Russia
Belgium,What's the Pressure,Laura Tesoro,Final,2016,181.0,1,10,Stockholm ,Czech Republic,Israel,Ukraine,Netherlands,Austria,Bulgaria,Georgia,France,Italy,Australia
Bulgaria,If Love Was a Crime,Poli Genova,Final,2016,307.0,8,4,Stockholm ,Lithuania,Netherlands,Georgia,Spain,Serbia,Russia,Malta,Australia,Belgium,Armenia
Croatia,Lighthouse,Nina Kraljić,Final,2016,73.0,17,23,Stockholm ,Cyprus,Serbia,Italy,Armenia,Hungary,Russia,Israel,France,Czech Republic,Australia
Cyprus,Alter Ego,Minus One,Final,2016,96.0,14,21,Stockholm ,Croatia,Azerbaijan,Italy,Hungary,Israel,Malta,France,Armenia,Australia,Russia
Czech Republic,I Stand,Gabriela Gunčíková,Final,2016,41.0,2,25,Stockholm ,Latvia,Belgium,Lithuania,United Kingdom,France,Malta,Netherlands,Croatia,Hungary,Sweden
France,J'ai Cherché,Amir,Final,2016,257.0,11,6,Stockholm ,Russia,Armenia,Spain,Malta,Sweden,Australia,Netherlands,Austria,Bulgaria,Italy
Georgia,Midnight Gold,Nika Kocharov & Young Georgian Lolitaz,Final,2016,104.0,23,20,Stockholm ,Germany,Croatia,Israel,France,Lithuania,Sweden,Latvia,Australia,Belgium,Ukraine
Germany,Ghost,Jamie-Lee Kriewitz,Final,2016,11.0,10,26,Stockholm ,Lithuania,Latvia,Italy,Netherlands,Belgium,Australia,Ukraine,Georgia,Sweden,Israel
Hungary,Pioneer,Freddie,Final,2016,108.0,5,19,Stockholm ,Armenia,Czech Republic,Lithuania,Sweden,Spain,Netherlands,Azerbaijan,Latvia,Malta,Australia
Israel,Made of Stars,Hovi Star,Final,2016,135.0,7,14,Stockholm ,Lithuania,Armenia,Croatia,Spain,Latvia,Belgium,Bulgaria,France,Australia,Ukraine
Italy,No Degree of Separation,Francesca Michielin,Final,2016,124.0,6,16,Stockholm ,Cyprus,Sweden,Georgia,Netherlands,Malta,Australia,France,Israel,Ukraine,Spain
Latvia,Heartbeat,Justs,Final,2016,132.0,20,15,Stockholm ,Bulgaria,Israel,Netherlands,Malta,Australia,Armenia,Russia,Sweden,Lithuania,Ukraine
Lithuania,I've Been Waiting for This Night,Donny Montell,Final,2016,200.0,16,9,Stockholm ,France,Bulgaria,Poland,Armenia,Belgium,Israel,Latvia,Ukraine,Georgia,Australia
Malta,Walk on Water,Ira Losco,Final,2016,153.0,22,12,Stockholm ,Israel,Spain,Australia,Russia,Cyprus,France,Armenia,Italy,Bulgaria,United Kingdom
Netherlands,Slow Down,Douwe Bob,Final,2016,153.0,3,11,Stockholm ,Azerbaijan,Armenia,Ukraine,Belgium,France,Italy,Israel,Austria,Sweden,Australia
Poland,Color of Your Life,Michał Szpak,Final,2016,229.0,12,8,Stockholm ,France,Lithuania,Bulgaria,Czech Republic,Spain,Latvia,Israel,Georgia,Australia,Ukraine
Russia,You Are the Only One,Sergey Lazarev,Final,2016,491.0,18,3,Stockholm ,Hungary,Australia,Latvia,Cyprus,Georgia,United Kingdom,France,Malta,Azerbaijan,Armenia
Serbia,Goodbye (Shelter),Sanja Vučić ZAA,Final,2016,115.0,15,18,Stockholm ,Russia,United Kingdom,Armenia,Bulgaria,Netherlands,Australia,Israel,Lithuania,Malta,Ukraine
Spain,Say Yay!,Barei,Final,2016,77.0,19,22,Stockholm ,Israel,Azerbaijan,Netherlands,Russia,Italy,Malta,France,Australia,Hungary,Armenia
Sweden,If I Were Sorry,Frans,Final,2016,261.0,9,5,Stockholm ,Spain,Lithuania,Czech Republic,Armenia,Netherlands,Russia,Malta,France,Azerbaijan,Australia
Ukraine,1944,Jamala,Final,2016,534.0,21,1,Stockholm ,Bulgaria,Hungary,Georgia,Sweden,Australia,Israel,Azerbaijan,Latvia,Belgium,Lithuania
United Kingdom,You're Not Alone,Joe & Jake,Final,2016,62.0,25,24,Stockholm ,Croatia,Serbia,Israel,Lithuania,Bulgaria,France,Cyprus,Australia,Ukraine,Georgia
Armenia,Fly With Me,Artsvik,Final,2017,79.0,5,18,Kyiv ,Austria,Italy,France,United Kingdom,Norway,Sweden,Cyprus,Moldova,Greece,Portugal
Australia,Don't Come Easy,Isaiah,Final,2017,173.0,14,9,Kyiv ,Armenia,Poland,Austria,Netherlands,Denmark,Sweden,Portugal,Bulgaria,Moldova,United Kingdom
Austria,Running On Air,Nathan Trent,Final,2017,93.0,4,16,Kyiv ,United Kingdom,Belgium,Norway,Sweden,Hungary,Italy,Belarus,Portugal,Bulgaria,Netherlands
Azerbaijan,Skeletons,Dihaj,Final,2017,120.0,12,14,Kyiv ,Croatia,Bulgaria,Romania,Israel,Greece,Poland,Ukraine,Portugal,Moldova,Belarus
Belarus,Historyja majho žyccia,Naviband,Final,2017,83.0,3,17,Kyiv ,Israel,Poland,Denmark,Austria,Netherlands,Norway,Australia,Sweden,Portugal,Bulgaria
Belgium,City Lights,Blanche,Final,2017,363.0,23,4,Kyiv ,France,United Kingdom,Austria,Azerbaijan,Cyprus,Australia,Norway,Portugal,Bulgaria,Sweden
Bulgaria,Beautiful Mess,Kristian Kostov,Final,2017,615.0,25,2,Kyiv ,Ukraine,Belarus,Romania,Armenia,Azerbaijan,Greece,Poland,Israel,Netherlands,Austria
Croatia,My Friend,Jacques Houdek,Final,2017,128.0,13,13,Kyiv ,Austria,Norway,Denmark,Sweden,Belarus,Australia,Portugal,Netherlands,Bulgaria,Hungary
Cyprus,Gravity,Hovig,Final,2017,68.0,19,21,Kyiv ,Azerbaijan,France,Belgium,Australia,United Kingdom,Sweden,Bulgaria,Portugal,Italy,Greece
Denmark,Where I Am,Anja,Final,2017,77.0,10,20,Kyiv ,Armenia,Belgium,Moldova,Bulgaria,Netherlands,Norway,Austria,Australia,Portugal,Sweden
France,Requiem,Alma,Final,2017,135.0,26,12,Kyiv ,Austria,Australia,United Kingdom,Netherlands,Bulgaria,Israel,Norway,Sweden,Italy,Portugal
Germany,Perfect Life,Levina,Final,2017,6.0,21,25,Kyiv ,Hungary,Austria,Croatia,Sweden,Australia,United Kingdom,Netherlands,Bulgaria,Portugal,Norway
Greece,This is Love,Demy,Final,2017,77.0,15,19,Kyiv ,United Kingdom,Bulgaria,Belarus,Italy,Portugal,Romania,Moldova,Armenia,Azerbaijan,Cyprus
Hungary,Origo,Joci Pápai,Final,2017,200.0,8,8,Kyiv ,Sweden,Armenia,United Kingdom,Azerbaijan,Denmark,Norway,Australia,Netherlands,Bulgaria,Portugal
Israel,I Feel Alive,Imri Ziv,Final,2017,39.0,1,23,Kyiv ,Belarus,Italy,Moldova,Ukraine,Norway,France,Bulgaria,Belgium,Sweden,Portugal
Italy,Occidentali's Karma,Francesco Gabbani,Final,2017,334.0,9,6,Kyiv ,Austria,Bulgaria,Norway,Armenia,Portugal,France,Belgium,Moldova,Sweden,Azerbaijan
Moldova,Hey Mamma,Sunstroke Project,Final,2017,374.0,7,3,Kyiv ,Hungary,Austria,Belarus,Australia,Azerbaijan,Armenia,Portugal,Sweden,Bulgaria,Romania
Netherlands,Lights And Shadows,OG3NE,Final,2017,150.0,6,11,Kyiv ,Romania,Belgium,Austria,Australia,United Kingdom,Sweden,Norway,Denmark,Bulgaria,Portugal
Norway,Grab the Moment,Jowst,Final,2017,158.0,17,10,Kyiv ,United Kingdom,Moldova,Australia,Netherlands,Israel,Sweden,Italy,Denmark,Portugal,Bulgaria
Poland,Flashlight,Kasia Moś,Final,2017,64.0,2,22,Kyiv ,Azerbaijan,Armenia,Norway,Sweden,United Kingdom,Bulgaria,Australia,Netherlands,Belgium,Portugal
Portugal,Amar Pelos Dois,Salvador Sobral,Final,2017,758.0,11,1,Kyiv ,Cyprus,Norway,Netherlands,France,Australia,Moldova,Sweden,Belgium,Austria,Azerbaijan
Romania,Yodel It!,Ilinca feat. Alex Florea,Final,2017,282.0,20,7,Kyiv ,Austria,Israel,Croatia,Australia,Denmark,Portugal,Sweden,Moldova,Bulgaria,Netherlands
Spain,Do It for Your Lover,Manel Navarro,Final,2017,5.0,16,26,Kyiv ,Netherlands,Greece,Austria,Belgium,Sweden,Bulgaria,Moldova,Australia,Italy,Portugal
Sweden,I Can't Go On,Robin Bengtsson,Final,2017,344.0,24,5,Kyiv ,Belgium,Cyprus,Netherlands,Austria,Denmark,Italy,Bulgaria,Moldova,Australia,Portugal
Ukraine,Time,O.Torvald,Final,2017,36.0,22,24,Kyiv ,Belgium,Australia,Netherlands,Moldova,France,Azerbaijan,Croatia,Hungary,Portugal,Belarus
United Kingdom,Never Give Up on You,Lucie Jones,Final,2017,111.0,18,15,Kyiv ,Belarus,Denmark,Austria,Netherlands,Belgium,Moldova,Bulgaria,Sweden,Australia,Portugal
Albania,Mall,Eugent Bushpepa,Final,2018,184.0,12,11,Lisbon ,Czech Republic,Moldova,Serbia,Sweden,Israel,Germany,France,Bulgaria,Cyprus,Italy
Australia,We Got Love,Jessica Mauboy,Final,2018,99.0,16,20,Lisbon ,Czech Republic,Moldova,Lithuania,Ireland,Austria,Israel,Spain,Estonia,Germany,Sweden
Austria,Nobody But You,Cesár Sampson,Final,2018,342.0,5,3,Lisbon ,Netherlands,Estonia,Czech Republic,Ireland,Slovenia,Bulgaria,Albania,Sweden,Germany,Israel
Bulgaria,Bones,Equinox,Final,2018,166.0,18,14,Lisbon ,Ireland,Sweden,Cyprus,Israel,France,Germany,Albania,Czech Republic,Lithuania,Austria
Cyprus,Fuego,Eleni Foureira,Final,2018,436.0,25,2,Lisbon ,Estonia,Austria,France,Hungary,Czech Republic,Albania,Spain,Italy,Moldova,Sweden
Czech Republic,Lie To Me,Mikolas Josef,Final,2018,281.0,14,6,Lisbon ,Lithuania,Hungary,Finland,Bulgaria,Austria,Albania,Slovenia,Sweden,Ireland,Israel
Denmark,Higher Ground,Rasmussen,Final,2018,226.0,15,9,Lisbon ,Bulgaria,France,Israel,Sweden,Cyprus,Spain,Estonia,Austria,Australia,Germany
Estonia,La Forza,Elina Nechayeva,Final,2018,245.0,6,8,Lisbon ,Netherlands,Finland,Portugal,Norway,Sweden,Germany,Bulgaria,Cyprus,Lithuania,Austria
Finland,Monsters,Saara Aalto,Final,2018,46.0,17,25,Lisbon ,Germany,Ireland,Denmark,Italy,France,Cyprus,Austria,Sweden,Bulgaria,Israel
France,Mercy,Madame Monsieur,Final,2018,173.0,13,13,Lisbon ,Ireland,Slovenia,United Kingdom,Czech Republic,Sweden,Netherlands,Austria,Germany,Australia,Israel
Germany,You Let Me Walk Alone,Michael Schulte,Final,2018,340.0,11,4,Lisbon ,Israel,Estonia,Cyprus,Lithuania,Netherlands,Spain,Australia,Ireland,Austria,Sweden
Hungary,Viszlát Nyár,AWS,Final,2018,93.0,21,21,Lisbon ,Sweden,Norway,Ireland,Netherlands,Lithuania,Israel,Australia,Austria,Albania,Denmark
Ireland,Together,Ryan O'Shaughnessy,Final,2018,136.0,24,16,Lisbon ,Spain,Albania,Estonia,France,Austria,Portugal,Israel,Germany,Bulgaria,Cyprus
Israel,Toy,Netta,Final,2018,529.0,22,1,Lisbon ,Bulgaria,Denmark,Hungary,Slovenia,Germany,Finland,Australia,United Kingdom,Sweden,Austria
Italy,Non Mi Avete Fatto Niente,Ermal Meta & Fabrizio Moro,Final,2018,308.0,26,5,Lisbon ,Sweden,Israel,Cyprus,Estonia,Ireland,United Kingdom,Austria,Denmark,Germany,Norway
Lithuania,When We're Old,Ieva Zasimauskaitė,Final,2018,181.0,4,12,Lisbon ,Cyprus,Hungary,Netherlands,Ireland,Germany,Israel,Portugal,Sweden,France,Austria
Moldova,My Lucky Day,DoReDos,Final,2018,209.0,19,10,Lisbon ,Netherlands,Norway,Austria,Germany,Ukraine,Cyprus,Australia,Bulgaria,Israel,Estonia
Netherlands,Outlaw In 'Em,Waylon,Final,2018,121.0,23,18,Lisbon ,Slovenia,Portugal,Norway,Estonia,Israel,Cyprus,Lithuania,Sweden,Austria,Germany
Norway,That's How You Write a Song,Alexander Rybak,Final,2018,144.0,7,15,Lisbon ,Ireland,Spain,Lithuania,Netherlands,Cyprus,Australia,France,Austria,Sweden,Germany
Portugal,O Jardim,Cláudia Pascoal,Final,2018,39.0,8,26,Lisbon ,Israel,Spain,Slovenia,Italy,France,Lithuania,Bulgaria,Austria,Albania,Estonia
Serbia,Nova Deca,Sanja Ilić & Balkanika,Final,2018,113.0,10,19,Lisbon ,Albania,Israel,Estonia,Austria,Moldova,Norway,Netherlands,Italy,Germany,Sweden
Slovenia,"Hvala, ne!",Lea Sirk,Final,2018,64.0,3,22,Lisbon ,Israel,France,Czech Republic,Albania,Estonia,Moldova,Netherlands,Cyprus,Austria,Sweden
Spain,Tu Canción,Amaia & Alfred,Final,2018,61.0,2,23,Lisbon ,Estonia,Sweden,Italy,Czech Republic,Ireland,France,Germany,Austria,Israel,Cyprus
Sweden,Dance You Off,Benjamin Ingrosso,Final,2018,274.0,20,7,Lisbon ,Germany,Norway,Finland,Ireland,France,Bulgaria,Israel,Australia,Austria,Cyprus
Ukraine,Under the Ladder,Mélovin,Final,2018,130.0,1,17,Lisbon ,Estonia,Australia,Denmark,Czech Republic,Slovenia,Sweden,Austria,Netherlands,Israel,France
United Kingdom,Storm,SuRie,Final,2018,48.0,9,24,Lisbon ,Spain,Sweden,Ireland,Finland,Norway,Estonia,Albania,Bulgaria,Israel,Austria
Albania,Ktheju Tokës,Jonida Maliqi,Final,2019,90.0,2,17,Tel Aviv ,Russia,Australia,France,Greece,Italy,Sweden,Cyprus,Azerbaijan,Switzerland,North Macedonia
Australia,Zero Gravity,Kate Miller-Heidke,Final,2019,284.0,25,9,Tel Aviv ,Serbia,Azerbaijan,Germany,Russia,Czech Republic,Netherlands,North Macedonia,Iceland,France,Sweden
Azerbaijan,Truth,Chingiz,Final,2019,302.0,20,8,Tel Aviv ,Belarus,Australia,Cyprus,Slovenia,Italy,Greece,Albania,North Macedonia,Malta,Russia
Belarus,Like It,Zena,Final,2019,31.0,19,24,Tel Aviv ,Russia,Sweden,Greece,Switzerland,Azerbaijan,Netherlands,Italy,Cyprus,North Macedonia,Malta
Cyprus,Replay,Tamta,Final,2019,109.0,11,13,Tel Aviv ,Switzerland,Albania,Malta,France,Netherlands,Azerbaijan,Sweden,Italy,Russia,Greece
Czech Republic,Friend of a Friend,Lake Malawi,Final,2019,157.0,3,11,Tel Aviv ,Estonia,France,Malta,Iceland,Azerbaijan,Netherlands,North Macedonia,Italy,Slovenia,Sweden
Denmark,Love Is Forever,Leonora,Final,2019,120.0,6,12,Tel Aviv ,Italy,Estonia,Russia,Azerbaijan,Norway,Switzerland,Netherlands,Germany,North Macedonia,Sweden
Estonia,Storm,Victor Crone,Final,2019,76.0,18,20,Tel Aviv ,Belarus,Denmark,France,Serbia,Azerbaijan,Russia,Netherlands,Czech Republic,Switzerland,Sweden
France,Roi,Bilal Hassani,Final,2019,105.0,21,16,Tel Aviv ,Denmark,Switzerland,Czech Republic,Australia,Iceland,Azerbaijan,North Macedonia,Italy,Sweden,Netherlands
Germany,Sister,S!sters,Final,2019,24.0,4,25,Tel Aviv ,Denmark,Sweden,Malta,France,Norway,Switzerland,North Macedonia,Netherlands,Australia,Italy
Greece,Better Love,Katerine Duska,Final,2019,74.0,13,21,Tel Aviv ,North Macedonia,Australia,Albania,Slovenia,Malta,San Marino,Italy,Azerbaijan,Russia,Cyprus
Iceland,Hatrið mun sigra,Hatari,Final,2019,232.0,17,10,Tel Aviv ,France,Serbia,Italy,Azerbaijan,Switzerland,Czech Republic,Netherlands,North Macedonia,Australia,Sweden
Israel,Home,Kobi Marimi,Final,2019,35.0,14,23,Tel Aviv ,Czech Republic,France,Switzerland,Malta,Australia,Sweden,Azerbaijan,Estonia,Italy,Netherlands
Italy,Soldi,Mahmood,Final,2019,472.0,22,2,Tel Aviv ,Albania,Sweden,France,Czech Republic,Estonia,Australia,Azerbaijan,Malta,North Macedonia,Denmark
Malta,Chameleon,Michela,Final,2019,107.0,1,14,Tel Aviv ,San Marino,Albania,North Macedonia,Greece,Sweden,Cyprus,Netherlands,Azerbaijan,Russia,Italy
Netherlands,Arcade,Duncan Laurence,Final,2019,498.0,12,1,Tel Aviv ,Cyprus,Australia,North Macedonia,Czech Republic,Russia,Italy,Denmark,Malta,Switzerland,Sweden
North Macedonia,Proud,Tamara Todevska,Final,2019,305.0,8,7,Tel Aviv ,Cyprus,Iceland,Switzerland,Azerbaijan,Malta,Russia,Netherlands,Albania,Australia,Italy
Norway,Spirit in the Sky,KEiiNO,Final,2019,331.0,15,6,Tel Aviv ,Cyprus,United Kingdom,Italy,Denmark,Azerbaijan,Switzerland,Netherlands,Sweden,North Macedonia,Czech Republic
Russia,Scream,Sergey Lazarev,Final,2019,370.0,5,3,Tel Aviv ,Spain,Iceland,Albania,North Macedonia,San Marino,Malta,Belarus,Cyprus,Greece,Azerbaijan
San Marino,Say Na Na Na,Serhat,Final,2019,77.0,7,19,Tel Aviv ,North Macedonia,Switzerland,Netherlands,Azerbaijan,Cyprus,Iceland,Albania,Greece,Russia,Italy
Serbia,Kruna,Nevena Božović,Final,2019,89.0,23,18,Tel Aviv ,France,Denmark,Azerbaijan,Czech Republic,Switzerland,Estonia,Australia,Sweden,Italy,North Macedonia
Slovenia,Sebi,Zala Kralj & Gašper Šantl,Final,2019,105.0,10,15,Tel Aviv ,Malta,North Macedonia,France,Denmark,Switzerland,Netherlands,Sweden,Italy,Azerbaijan,Czech Republic
Spain,La Venda,Miki,Final,2019,54.0,26,22,Tel Aviv ,Slovenia,Russia,Switzerland,Italy,Cyprus,Czech Republic,Azerbaijan,Netherlands,Australia,Sweden
Sweden,Too Late for Love,John Lundvik,Final,2019,334.0,9,5,Tel Aviv ,Czech Republic,Malta,Russia,Norway,Azerbaijan,Australia,Cyprus,Italy,Switzerland,Netherlands
Switzerland,She Got Me,Luca Hänni,Final,2019,364.0,24,4,Tel Aviv ,United Kingdom,France,Russia,Australia,Italy,Germany,Norway,Sweden,Netherlands,North Macedonia
United Kingdom,Bigger Than Us,Michael Rice,Final,2019,11.0,16,26,Tel Aviv ,Czech Republic,France,Denmark,Russia,Switzerland,Netherlands,Azerbaijan,Australia,Sweden,North Macedonia
Albania,Karma,Anxhela Peristeri,Final,2021,57.0,2,21,Rotterdam ,Serbia,Azerbaijan,Finland,Italy,San Marino,Greece,Cyprus,Malta,France,Switzerland
Azerbaijan,Mata Hari,Efendi,Final,2021,65.0,21,20,Rotterdam ,Bulgaria,Portugal,Belgium,France,Sweden,Ukraine,Malta,Moldova,Greece,Russia
Belgium,The Wrong Place,Hooverphonic,Final,2021,74.0,4,19,Rotterdam ,Portugal,Italy,Iceland,Sweden,Malta,Bulgaria,Russia,Finland,Ukraine,Switzerland
Bulgaria,Growing Up Is Getting Old,Victoria,Final,2021,170.0,17,11,Rotterdam ,Finland,Netherlands,Israel,Spain,Malta,Portugal,France,Greece,Italy,Moldova
Cyprus,El Diablo,Elena Tsagrinou,Final,2021,94.0,1,16,Rotterdam ,Portugal,Switzerland,Finland,Belgium,Bulgaria,Russia,France,Italy,Malta,Greece
Finland,Dark Side,Blind Channel,Final,2021,301.0,16,6,Rotterdam ,Malta,Greece,Lithuania,Russia,Sweden,Italy,France,Iceland,Bulgaria,Switzerland
France,Voilà,Barbara Pravi,Final,2021,499.0,20,2,Rotterdam ,Sweden,Cyprus,Iceland,San Marino,Israel,Belgium,Switzerland,Portugal,Russia,Greece
Germany,I Don't Feel Hate,Jendrik,Final,2021,3.0,15,25,Rotterdam ,Lithuania,Russia,Iceland,Sweden,Ukraine,Italy,Cyprus,Malta,Switzerland,France
Greece,Last Dance,Stefania,Final,2021,170.0,10,10,Rotterdam ,Ukraine,Russia,Belgium,Italy,France,Malta,San Marino,Bulgaria,Moldova,Cyprus
Iceland,10 Years,Daði & Gagnamagnið,Final,2021,378.0,12,4,Rotterdam ,Malta,Russia,Ukraine,Greece,Finland,France,Italy,Bulgaria,Portugal,Switzerland
Israel,Set Me Free,Eden Alene,Final,2021,93.0,3,17,Rotterdam ,Bulgaria,Azerbaijan,Cyprus,Ukraine,Malta,Belgium,Russia,France,Lithuania,Switzerland
Italy,Zitti e buoni,Måneskin,Final,2021,524.0,24,1,Rotterdam ,Ukraine,Norway,France,Israel,Belgium,Portugal,Malta,Iceland,Finland,Lithuania
